sub_num,id,typical,experience,experience_open,typical_num,image_name,plural_category,name,pets,books_animals,typical_num_z,typical_by_category_z
CAT_213,5,very typical,Yes,Dogs walking by,5,beagle_600x600,dogs,beagle,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,0.9128709291752768
CAT_213,6,somewhat atypical,Yes,Fish at the doctor's office,2,betafish_600x600,fish,betafish,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.141419495227211,-0.6773488747516605
CAT_213,7,very typical,Yes,Fish at the doctor's office,5,bluegill_600x600,fish,bluegill,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,1.0644053746097526
CAT_213,8,very typical,Yes,Birds in the yard,5,cardinal_600x600,birds,cardinal,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,0.7905694150420948
CAT_213,9,somewhat typical,Yes,Friend's cats,4,chartreux_600x600,cats,chartreux,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0.5976143046671968
CAT_213,10,somewhat typical,Yes,"Fish at the doctor's office
Toy fish at home",4,clownfish_600x600,fish,clownfish,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0.48382062482261484
CAT_213,11,neither typical nor atypical,Yes,Friends' cats,3,cornishrex_600x600,cats,cornishrex,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-0.401039282106858,-0.5976143046671968
CAT_213,12,somewhat typical,Yes,Dogs walking by the house,4,germanshepherd_600x600,dogs,germanshepherd,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0.30429030972509225
CAT_213,13,very typical,Yes,Dogs walking by,5,goldenretriever_600x600,dogs,goldenretriever,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,0.9128709291752768
CAT_213,14,somewhat atypical,No,NA,2,heron_600x600,birds,heron,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.141419495227211,-1.5811388300841895
CAT_213,15,somewhat typical,Yes,Bitds in the yard,4,kingfisher_600x600,birds,kingfisher,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0
CAT_213,16,neither typical nor atypical,No,NA,3,kookaburra_600x600,birds,kookaburra,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-0.401039282106858,-0.7905694150420948
CAT_213,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.8817997083475637,-1.2579336245387982
CAT_213,18,somewhat typical,Yes,"Cat at a friend's house
Dogs walking by the house
Lions and tiger at the zoo",4,oriental_600x600,cats,oriental,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0.5976143046671968
CAT_213,19,very typical,Yes,Birds in the yard,5,robin_600x600,birds,robin,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,0.7905694150420948
CAT_213,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.8817997083475637,-1.5214515486254614
CAT_213,21,very typical,Yes,Birds in the yard,5,sparrow_600x600,birds,sparrow,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",1.0797211441338477,0.7905694150420948
CAT_213,22,somewhat atypical,No,NA,2,sphynx_600x600,cats,sphynx,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.141419495227211,-1.7928429140015905
CAT_213,23,somewhat atypical,No,NA,2,sturgeon_600x600,fish,sturgeon,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",-1.141419495227211,-0.6773488747516605
CAT_213,24,somewhat typical,Yes,Cats at friends' houses,4,tabby_600x600,cats,tabby,5 Chickens,"If Animals Kissed Goodnight
Raccoon's Sneaky Night
Peep and Ducky",0.33934093101349483,0.5976143046671968
CAT_233,1,somewhat atypical,Yes,dogs in the park,2,afghanhound_600x600,dogs,afghanhound,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-0.9922646023596179,-0.8777472595071584
CAT_233,2,somewhat typical,Yes,"lions or other cats at the zoo, cats in books",4,arabianmau_600x600,cats,arabianmau,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.8856148855400954
CAT_233,3,somewhat typical,Yes,fish in the aquarium,4,bass_600x600,fish,bass,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4428074427700475
CAT_233,4,somewhat typical,Yes,dogs in the park,4,bassethound_600x600,dogs,bassethound,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.626962328219399
CAT_233,5,somewhat typical,Yes,dogs in the park,4,beagle_600x600,dogs,beagle,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.626962328219399
CAT_233,6,somewhat atypical,Yes,possibly fish in the aquarium,2,betafish_600x600,fish,betafish,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-0.9922646023596179,-0.8856148855400954
CAT_233,7,somewhat typical,Yes,fish in aquarium,4,bluegill_600x600,fish,bluegill,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4428074427700475
CAT_233,8,somewhat typical,Yes,birds in the park,4,cardinal_600x600,birds,cardinal,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4082482904638627
CAT_233,9,somewhat typical,Yes,similar cats in the zoo,4,chartreux_600x600,cats,chartreux,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.8856148855400954
CAT_233,10,very typical,Yes,"fish in the aquarium, in books",5,clownfish_600x600,fish,clownfish,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",1.389170443303465,1.107018606925119
CAT_233,11,very atypical,No,NA,1,cornishrex_600x600,cats,cornishrex,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-1.7860762842473121,-1.107018606925119
CAT_233,12,somewhat typical,Yes,dogs in the park,4,germanshepherd_600x600,dogs,germanshepherd,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.626962328219399
CAT_233,13,somewhat typical,Yes,dogs in the park,4,goldenretriever_600x600,dogs,goldenretriever,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.626962328219399
CAT_233,14,neither typical nor atypical,Yes,birds in the zoo,3,heron_600x600,birds,heron,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-0.19845292047192356,-2.0412414523193156
CAT_233,15,somewhat typical,Yes,"birds in the zoo, park",4,kingfisher_600x600,birds,kingfisher,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4082482904638627
CAT_233,16,somewhat typical,Yes,"birds in the zoo, park",4,kookaburra_600x600,birds,kookaburra,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4082482904638627
CAT_233,17,somewhat typical,Yes,fish in the aquarium,4,lionfish_600x600,fish,lionfish,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4428074427700475
CAT_233,18,somewhat atypical,Yes,similar cats in the zoo,2,oriental_600x600,cats,oriental,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-0.9922646023596179,-0.4428074427700475
CAT_233,19,somewhat typical,Yes,birds in our backyard,4,robin_600x600,birds,robin,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4082482904638627
CAT_233,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-1.7860762842473121,-1.6301020533704371
CAT_233,21,somewhat typical,Yes,birds in our backyard,4,sparrow_600x600,birds,sparrow,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.4082482904638627
CAT_233,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-1.7860762842473121,-1.107018606925119
CAT_233,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",-1.7860762842473121,-1.5498260496951668
CAT_233,24,somewhat typical,Yes,similar cats in the zoo,4,tabby_600x600,cats,tabby,none,"the very cranky bear
the very hinbfry catepillar
if animals kissed goodnight",0.5953587614157707,0.8856148855400954
CAT_231,1,very atypical,No,NA,1,afghanhound_600x600,dogs,afghanhound,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8981462390204988
CAT_231,2,somewhat typical,Yes,We have one book that has a yellow-ish cat like this one. But we don't read it often,4,arabianmau_600x600,cats,arabianmau,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,0.6773488747516605
CAT_231,3,neither typical nor atypical,No,NA,3,bass_600x600,fish,bass,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.1470256486242569,0.4428074427700475
CAT_231,4,very atypical,No,NA,1,bassethound_600x600,dogs,bassethound,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8981462390204988
CAT_231,5,very typical,Yes,"A family in our neighborhood has a dog similar to this one, we see it on walks occasionally.",5,beagle_600x600,dogs,beagle,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",1.3232308376183122,1.061445555206044
CAT_231,6,very atypical,No,NA,1,betafish_600x600,fish,betafish,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8856148855400954
CAT_231,7,somewhat typical,Yes,At day care they have a pet fish in the classroom. The fish look somewhat similar to this one.,4,bluegill_600x600,fish,bluegill,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,1.107018606925119
CAT_231,8,somewhat typical,No,NA,4,cardinal_600x600,birds,cardinal,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,0.5270462766947299
CAT_231,9,somewhat typical,No,NA,4,chartreux_600x600,cats,chartreux,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,0.6773488747516605
CAT_231,10,somewhat typical,Yes,We have watched Finding Nemo at least once,4,clownfish_600x600,fish,clownfish,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,1.107018606925119
CAT_231,11,very atypical,No,NA,1,cornishrex_600x600,cats,cornishrex,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-1.0644053746097526
CAT_231,12,somewhat typical,Yes,We've recently had a few community events where police dogs that look like this were present and we pointed them out and got fairly close (but didn't touch) the dogs.,4,germanshepherd_600x600,dogs,germanshepherd,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",0.7351282431212846,0.5715476066494083
CAT_231,13,very typical,Yes,We have a plastic dog figurine that looks exactly like this.,5,goldenretriever_600x600,dogs,goldenretriever,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",1.3232308376183122,1.061445555206044
CAT_231,14,somewhat atypical,No,NA,2,heron_600x600,birds,heron,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-0.44107694587277074,-0.5270462766947299
CAT_231,15,very atypical,No,NA,1,kingfisher_600x600,birds,kingfisher,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-1.0540925533894598
CAT_231,16,very atypical,No,NA,1,kookaburra_600x600,birds,kookaburra,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-1.0540925533894598
CAT_231,17,very atypical,Yes,"I think we have one book with a picture of a lionfish, but we don't read it often.",1,lionfish_600x600,fish,lionfish,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8856148855400954
CAT_231,18,somewhat atypical,Yes,"One of our aunts, whom we don't visit often, but happen to have visited yesterday had a cat that looked somewhat similar to this one.",2,oriental_600x600,cats,oriental,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-0.44107694587277074,-0.48382062482261484
CAT_231,19,very typical,Yes,There are lots of robins in our yard and on the playground at school,5,robin_600x600,birds,robin,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",1.3232308376183122,1.0540925533894598
CAT_231,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8981462390204988
CAT_231,21,very typical,Yes,There are little brown birds similar to this in our back yard and on the playground at day care,5,sparrow_600x600,birds,sparrow,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",1.3232308376183122,1.0540925533894598
CAT_231,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-1.0644053746097526
CAT_231,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",-1.0291795403697983,-0.8856148855400954
CAT_231,24,very typical,Yes,"My parents have a cat that looks very similar to this one, and we have a cat that regularly sneaks into our backyard (that we point out, but have never interacted with) that looks almost exactly like this one.",5,tabby_600x600,cats,tabby,No pets,"Hippos go berserk by Sandra Boynton; What color is your underwear, by Sam Lloyd, The Duckling gets a cookie!? by Mo Willems",1.3232308376183122,1.2579336245387982
CAT_236,1,somewhat typical,Yes,See dogs on walks and in books and videos but nothing identical or long haired like this,4,afghanhound_600x600,dogs,afghanhound,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.03591400925842067,-0.27524094128158993
CAT_236,2,somewhat typical,Yes,see cats on walks but not this color or breed,4,arabianmau_600x600,cats,arabianmau,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.03591400925842067,-0.40824829046386263
CAT_236,3,neither typical nor atypical,Yes,see pictures of fish regularly similar shape but not exact and similar color but not exact,3,bass_600x600,fish,bass,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.8978502314605107,0
CAT_236,4,somewhat atypical,Yes,see dogs regularly on walks but not like this one,2,bassethound_600x600,dogs,bassethound,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-1.7597864536626007,-1.926686588971131
CAT_236,5,very typical,Yes,see almost identical dog on walks,5,beagle_600x600,dogs,beagle,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5504818825631806
CAT_236,6,somewhat atypical,Yes,we see goldfish and dory and similar more basic fish in movies and books and videos daily,2,betafish_600x600,fish,betafish,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-1.7597864536626007,-0.7905694150420948
CAT_236,7,somewhat typical,Yes,similar to pictures in books we read,4,bluegill_600x600,fish,bluegill,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.03591400925842067,0.7905694150420948
CAT_236,8,very typical,Yes,See regularly in trees and aviary where we live,5,cardinal_600x600,birds,cardinal,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5976143046671968
CAT_236,9,very typical,Yes,see almost identical cat on walks,5,chartreux_600x600,cats,chartreux,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.8164965809277264
CAT_236,10,very typical,Yes,almost identical to fish in a story we read regularly and youtube video we watch,5,clownfish_600x600,fish,clownfish,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,1.5811388300841895
CAT_236,11,very typical,Yes,See cats daily in books & on neighborhood walks,5,cornishrex_600x600,cats,cornishrex,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.8164965809277264
CAT_236,12,very typical,Yes,see on walks regularly and in books,5,germanshepherd_600x600,dogs,germanshepherd,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5504818825631806
CAT_236,13,very typical,Yes,see often on walks,5,goldenretriever_600x600,dogs,goldenretriever,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5504818825631806
CAT_236,14,very typical,Yes,See daily at lake we walk to several times a day,5,heron_600x600,birds,heron,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5976143046671968
CAT_236,15,very typical,Yes,Bird in abc safari book we read daily,5,kingfisher_600x600,birds,kingfisher,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5976143046671968
CAT_236,16,neither typical nor atypical,Yes,"See birds in videos, books, and in person but not too similar to this one",3,kookaburra_600x600,birds,kookaburra,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.8978502314605107,-1.7928429140015905
CAT_236,17,somewhat atypical,Yes,saw at aquarium once or twice,2,lionfish_600x600,fish,lionfish,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-1.7597864536626007,-0.7905694150420948
CAT_236,18,somewhat typical,Yes,see very similar cats but not identical on walks,4,oriental_600x600,cats,oriental,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.03591400925842067,-0.40824829046386263
CAT_236,19,somewhat typical,Yes,similar to birds near our house that we see regularly,4,robin_600x600,birds,robin,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.03591400925842067,-0.5976143046671968
CAT_236,20,very typical,Yes,see similar on walks daily,5,sheepdog_600x600,dogs,sheepdog,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5504818825631806
CAT_236,21,very typical,Yes,similar to birds at aviary we visit and in books and videos we see,5,sparrow_600x600,birds,sparrow,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.5976143046671968
CAT_236,22,neither typical nor atypical,Yes,see cats regularly but nothing close to this breed,3,sphynx_600x600,cats,sphynx,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-0.8978502314605107,-1.6329931618554516
CAT_236,23,somewhat atypical,Yes,seen similar at aquarium once or twice,2,sturgeon_600x600,fish,sturgeon,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",-1.7597864536626007,-0.7905694150420948
CAT_236,24,very typical,Yes,See almost daily on walks,5,tabby_600x600,cats,tabby,no pet,"Safari ABC, Christmas Dogs, Alphabet Zoo, Brainy Babies First Animal Book",0.8260222129436693,0.8164965809277264
CAT_239,1,very atypical,No,NA,1,afghanhound_600x600,dogs,afghanhound,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.2659242088545832
CAT_239,2,very typical,Yes,"Cats in books, friend’s cats",5,arabianmau_600x600,cats,arabianmau,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.728219081254419
CAT_239,3,somewhat typical,Yes,"Fish in books, at the aquarium",4,bass_600x600,fish,bass,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.792593923901217
CAT_239,4,somewhat typical,No,NA,4,bassethound_600x600,dogs,bassethound,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.25318484177091666
CAT_239,5,very typical,Yes,"Dogs in books, dogs in the neighborhood",5,beagle_600x600,dogs,beagle,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.75955452531275
CAT_239,6,neither typical nor atypical,No,NA,3,betafish_600x600,fish,betafish,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-0.27925148935361016,0.11322770341445948
CAT_239,7,somewhat typical,Yes,"Pictures of fish in books, aquarium one time",4,bluegill_600x600,fish,bluegill,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.792593923901217
CAT_239,8,very typical,Yes,"Birds in books, outside",5,cardinal_600x600,birds,cardinal,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.7613869876268811
CAT_239,9,somewhat typical,No,NA,4,chartreux_600x600,cats,chartreux,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.10403129732205979
CAT_239,10,somewhat typical,Yes,"Fish in books, at the aquarium",4,clownfish_600x600,fish,clownfish,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.792593923901217
CAT_239,11,neither typical nor atypical,No,NA,3,cornishrex_600x600,cats,cornishrex,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-0.27925148935361016,-0.5201564866102995
CAT_239,12,very typical,Yes,"Dogs in books, neighborhood dogs",5,germanshepherd_600x600,dogs,germanshepherd,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.75955452531275
CAT_239,13,very typical,Yes,"Pictures in books, dogs around the neighborhood",5,goldenretriever_600x600,dogs,goldenretriever,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.75955452531275
CAT_239,14,somewhat typical,Yes,Birds in books,4,heron_600x600,birds,heron,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.3300244874179027,0.19034674690672035
CAT_239,15,very atypical,No,NA,1,kingfisher_600x600,birds,kingfisher,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.522773975253762
CAT_239,16,somewhat atypical,No,NA,2,kookaburra_600x600,birds,kookaburra,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-0.8885274661251229,-0.9517337345336012
CAT_239,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.2455047375590556
CAT_239,18,very typical,Yes,"Cats is books, friend’s cats",5,oriental_600x600,cats,oriental,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.728219081254419
CAT_239,19,very typical,Yes,"Birds in books, outside",5,robin_600x600,birds,robin,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.7613869876268811
CAT_239,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.2659242088545832
CAT_239,21,very typical,Yes,"Birds in books, birds outside",5,sparrow_600x600,birds,sparrow,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.7613869876268811
CAT_239,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.768532054475018
CAT_239,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",-1.4978034428966358,-1.2455047375590556
CAT_239,24,very typical,Yes,"Cats in books, friends’s cats",5,tabby_600x600,cats,tabby,None,"Babies First animals
Babies love Animals
Kitten’s First Moon",0.9393004641894155,0.728219081254419
CAT_219,1,very atypical,No,NA,1,afghanhound_600x600,dogs,afghanhound,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",-1.0206207261596574,-0.8981462390204988
CAT_219,2,somewhat atypical,Yes,Friends have cats that look like this,2,arabianmau_600x600,cats,arabianmau,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",-0.4082482904638629,-0.4082482904638629
CAT_219,3,very atypical,No,NA,1,bass_600x600,fish,bass,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",-1.0206207261596574,-0.8519427513705972
CAT_219,4,very atypical,No,NA,1,bassethound_600x600,dogs,bassethound,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",-1.0206207261596574,-0.8981462390204988
CAT_219,5,very typical,Yes,We have a beagle puppy,5,beagle_600x600,dogs,beagle,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",1.4288690166235207,1.061445555206044
CAT_219,6,somewhat typical,Yes,Sister had one,4,betafish_600x600,fish,betafish,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",0.8164965809277261,0.8519427513705972
CAT_219,7,neither typical nor atypical,Yes,Zoo fish tank,3,bluegill_600x600,fish,bluegill,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",0.2041241452319316,0.2839809171235324
CAT_219,8,somewhat typical,Yes,Cardinals out in the yard,4,cardinal_600x600,birds,cardinal,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",0.8164965809277261,0.8856148855400954
CAT_219,9,somewhat typical,Yes,Neighborhood cat,4,chartreux_600x600,cats,chartreux,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",0.8164965809277261,0.8164965809277261
CAT_219,10,very typical,Yes,Aunties fish tank a nemo fish,5,clownfish_600x600,fish,clownfish,"1 beagle
1 double doodle
1 american shorthair cat
1 maine coon cat","Big red barn
The little blue truck
Llama llama night night",1.4288690166235207,1.419904585617662
